Freq.	V(vo)
1.78880980356537e+01	(-4.84127416482672e+00dB,-3.85614277433236e+01°)
1.79005014185611e+01	(-4.84478634353499e+00dB,-3.85674028611954e+01°)
1.79129134018186e+01	(-4.84829926912653e+00dB,-3.85733668912269e+01°)
1.79253339913897e+01	(-4.85181293963510e+00dB,-3.85793198283912e+01°)
1.79377631932419e+01	(-4.85532735309319e+00dB,-3.85852616676782e+01°)
1.79502010133469e+01	(-4.85884250753211e+00dB,-3.85911924040939e+01°)
1.79626474576803e+01	(-4.86235840098192e+00dB,-3.85971120326613e+01°)
1.79751025322222e+01	(-4.86587503147150e+00dB,-3.86030205484194e+01°)
1.79875662429567e+01	(-4.86939239702858e+00dB,-3.86089179464239e+01°)
1.80000385958719e+01	(-4.87291049567951e+00dB,-3.86148042217475e+01°)
1.80125195969602e+01	(-4.87642932544967e+00dB,-3.86206793694786e+01°)
1.80250092522183e+01	(-4.87994888436310e+00dB,-3.86265433847229e+01°)
1.80375075676467e+01	(-4.88346917044266e+00dB,-3.86323962626024e+01°)
1.80500145492503e+01	(-4.88699018171009e+00dB,-3.86382379982555e+01°)
1.80625302030381e+01	(-4.89051191618589e+00dB,-3.86440685868377e+01°)
1.80750545350234e+01	(-4.89403437188938e+00dB,-3.86498880235206e+01°)
1.80875875512234e+01	(-4.89755754683877e+00dB,-3.86556963034926e+01°)
1.81001292576598e+01	(-4.90108143905103e+00dB,-3.86614934219589e+01°)
1.81126796603581e+01	(-4.90460604654200e+00dB,-3.86672793741411e+01°)
1.81252387653484e+01	(-4.90813136732634e+00dB,-3.86730541552775e+01°)
1.81378065786646e+01	(-4.91165739941754e+00dB,-3.86788177606234e+01°)
1.81503831063449e+01	(-4.91518414082794e+00dB,-3.86845701854505e+01°)
1.81629683544319e+01	(-4.91871158956879e+00dB,-3.86903114250469e+01°)
1.81755623289721e+01	(-4.92223974365006e+00dB,-3.86960414747182e+01°)
1.81881650360164e+01	(-4.92576860108068e+00dB,-3.87017603297860e+01°)
1.82007764816197e+01	(-4.92929815986840e+00dB,-3.87074679855890e+01°)
1.82133966718413e+01	(-4.93282841801984e+00dB,-3.87131644374825e+01°)
1.82260256127445e+01	(-4.93635937354051e+00dB,-3.87188496808385e+01°)
1.82386633103971e+01	(-4.93989102443473e+00dB,-3.87245237110460e+01°)
1.82513097708708e+01	(-4.94342336870577e+00dB,-3.87301865235105e+01°)
1.82639650002416e+01	(-4.94695640435565e+00dB,-3.87358381136547e+01°)
1.82766290045897e+01	(-4.95049012938547e+00dB,-3.87414784769173e+01°)
1.82893017899998e+01	(-4.95402454179499e+00dB,-3.87471076087550e+01°)
1.83019833625603e+01	(-4.95755963958307e+00dB,-3.87527255046400e+01°)
1.83146737283643e+01	(-4.96109542074724e+00dB,-3.87583321600628e+01°)
1.83273728935088e+01	(-4.96463188328416e+00dB,-3.87639275705292e+01°)
1.83400808640952e+01	(-4.96816902518919e+00dB,-3.87695117315630e+01°)
1.83527976462290e+01	(-4.97170684445675e+00dB,-3.87750846387042e+01°)
1.83655232460202e+01	(-4.97524533908005e+00dB,-3.87806462875102e+01°)
1.83782576695828e+01	(-4.97878450705123e+00dB,-3.87861966735551e+01°)
1.83910009230349e+01	(-4.98232434636139e+00dB,-3.87917357924296e+01°)
1.84037530124993e+01	(-4.98586485500053e+00dB,-3.87972636397418e+01°)
1.84165139441026e+01	(-4.98940603095758e+00dB,-3.88027802111164e+01°)
1.84292837239758e+01	(-4.99294787222040e+00dB,-3.88082855021949e+01°)
1.84420623582544e+01	(-4.99649037677571e+00dB,-3.88137795086363e+01°)
1.84548498530777e+01	(-5.00003354260925e+00dB,-3.88192622261160e+01°)
1.84676462145897e+01	(-5.00357736770567e+00dB,-3.88247336503266e+01°)
1.84804514489382e+01	(-5.00712185004850e+00dB,-3.88301937769780e+01°)
1.84932655622758e+01	(-5.01066698762033e+00dB,-3.88356426017963e+01°)
1.85060885607588e+01	(-5.01421277840259e+00dB,-3.88410801205254e+01°)
1.85189204505483e+01	(-5.01775922037571e+00dB,-3.88465063289259e+01°)
1.85317612378092e+01	(-5.02130631151910e+00dB,-3.88519212227752e+01°)
1.85446109287110e+01	(-5.02485404981111e+00dB,-3.88573247978678e+01°)
1.85574695294275e+01	(-5.02840243322898e+00dB,-3.88627170500159e+01°)
1.85703370461364e+01	(-5.03195145974905e+00dB,-3.88680979750476e+01°)
1.85832134850201e+01	(-5.03550112734653e+00dB,-3.88734675688091e+01°)
1.85960988522650e+01	(-5.03905143399562e+00dB,-3.88788258271633e+01°)
1.86089931540621e+01	(-5.04260237766954e+00dB,-3.88841727459900e+01°)
1.86218963966064e+01	(-5.04615395634047e+00dB,-3.88895083211862e+01°)
1.86348085860973e+01	(-5.04970616797957e+00dB,-3.88948325486661e+01°)
1.86477297287385e+01	(-5.05325901055699e+00dB,-3.89001454243611e+01°)
1.86606598307380e+01	(-5.05681248204186e+00dB,-3.89054469442194e+01°)
1.86735988983081e+01	(-5.06036658040232e+00dB,-3.89107371042067e+01°)
1.86865469376654e+01	(-5.06392130360554e+00dB,-3.89160159003057e+01°)
1.86995039550309e+01	(-5.06747664961762e+00dB,-3.89212833285162e+01°)
1.87124699566298e+01	(-5.07103261640376e+00dB,-3.89265393848552e+01°)
1.87254449486917e+01	(-5.07458920192810e+00dB,-3.89317840653569e+01°)
1.87384289374504e+01	(-5.07814640415387e+00dB,-3.89370173660726e+01°)
1.87514219291440e+01	(-5.08170422104321e+00dB,-3.89422392830710e+01°)
1.87644239300153e+01	(-5.08526265055737e+00dB,-3.89474498124380e+01°)
1.87774349463109e+01	(-5.08882169065664e+00dB,-3.89526489502762e+01°)
1.87904549842821e+01	(-5.09238133930022e+00dB,-3.89578366927064e+01°)
1.88034840501844e+01	(-5.09594159444653e+00dB,-3.89630130358655e+01°)
1.88165221502776e+01	(-5.09950245405291e+00dB,-3.89681779759084e+01°)
1.88295692908260e+01	(-5.10306391607569e+00dB,-3.89733315090074e+01°)
1.88426254780980e+01	(-5.10662597847041e+00dB,-3.89784736313513e+01°)
1.88556907183667e+01	(-5.11018863919150e+00dB,-3.89836043391468e+01°)
1.88687650179091e+01	(-5.11375189619253e+00dB,-3.89887236286179e+01°)
1.88818483830069e+01	(-5.11731574742616e+00dB,-3.89938314960053e+01°)
1.88949408199460e+01	(-5.12088019084397e+00dB,-3.89989279375679e+01°)
1.89080423350168e+01	(-5.12444522439676e+00dB,-3.90040129495812e+01°)
1.89211529345138e+01	(-5.12801084603434e+00dB,-3.90090865283380e+01°)
1.89342726247362e+01	(-5.13157705370558e+00dB,-3.90141486701491e+01°)
1.89474014119873e+01	(-5.13514384535842e+00dB,-3.90191993713419e+01°)
1.89605393025748e+01	(-5.13871121893992e+00dB,-3.90242386282617e+01°)
1.89736863028110e+01	(-5.14227917239618e+00dB,-3.90292664372710e+01°)
1.89868424190123e+01	(-5.14584770367243e+00dB,-3.90342827947495e+01°)
1.90000076574996e+01	(-5.14941681071296e+00dB,-3.90392876970944e+01°)
1.90131820245983e+01	(-5.15298649146118e+00dB,-3.90442811407203e+01°)
1.90263655266379e+01	(-5.15655674385959e+00dB,-3.90492631220593e+01°)
1.90395581699525e+01	(-5.16012756584978e+00dB,-3.90542336375607e+01°)
1.90527599608807e+01	(-5.16369895537246e+00dB,-3.90591926836913e+01°)
1.90659709057651e+01	(-5.16727091036745e+00dB,-3.90641402569356e+01°)
1.90791910109531e+01	(-5.17084342877375e+00dB,-3.90690763537948e+01°)
1.90924202827963e+01	(-5.17441650852933e+00dB,-3.90740009707886e+01°)
1.91056587276507e+01	(-5.17799014757138e+00dB,-3.90789141044533e+01°)
1.91189063518768e+01	(-5.18156434383626e+00dB,-3.90838157513430e+01°)
1.91321631618394e+01	(-5.18513909525935e+00dB,-3.90887059080293e+01°)
1.91454291639079e+01	(-5.18871439977525e+00dB,-3.90935845711012e+01°)
1.91587043644559e+01	(-5.19229025531769e+00dB,-3.90984517371649e+01°)
1.91719887698615e+01	(-5.19586665981944e+00dB,-3.91033074028450e+01°)
1.91852823865072e+01	(-5.19944361121259e+00dB,-3.91081515647826e+01°)
1.91985852207801e+01	(-5.20302110742826e+00dB,-3.91129842196367e+01°)
1.92118972790715e+01	(-5.20659914639670e+00dB,-3.91178053640842e+01°)
1.92252185677772e+01	(-5.21017772604744e+00dB,-3.91226149948188e+01°)
1.92385490932975e+01	(-5.21375684430907e+00dB,-3.91274131085524e+01°)
1.92518888620370e+01	(-5.21733649910936e+00dB,-3.91321997020141e+01°)
1.92652378804049e+01	(-5.22091668837527e+00dB,-3.91369747719508e+01°)
1.92785961548148e+01	(-5.22449741003294e+00dB,-3.91417383151266e+01°)
1.92919636916848e+01	(-5.22807866200766e+00dB,-3.91464903283236e+01°)
1.93053404974371e+01	(-5.23166044222396e+00dB,-3.91512308083409e+01°)
1.93187265784989e+01	(-5.23524274860544e+00dB,-3.91559597519961e+01°)
1.93321219413015e+01	(-5.23882557907500e+00dB,-3.91606771561237e+01°)
1.93455265922806e+01	(-5.24240893155467e+00dB,-3.91653830175759e+01°)
1.93589405378768e+01	(-5.24599280396574e+00dB,-3.91700773332225e+01°)
1.93723637845346e+01	(-5.24957719422860e+00dB,-3.91747600999514e+01°)
1.93857963387033e+01	(-5.25316210026292e+00dB,-3.91794313146677e+01°)
1.93992382068367e+01	(-5.25674751998758e+00dB,-3.91840909742939e+01°)
1.94126893953929e+01	(-5.26033345132061e+00dB,-3.91887390757709e+01°)
1.94261499108347e+01	(-5.26391989217936e+00dB,-3.91933756160564e+01°)
1.94396197596291e+01	(-5.26750684048026e+00dB,-3.91980005921267e+01°)
1.94530989482477e+01	(-5.27109429413908e+00dB,-3.92026140009750e+01°)
1.94665874831668e+01	(-5.27468225107078e+00dB,-3.92072158396124e+01°)
1.94800853708669e+01	(-5.27827070918950e+00dB,-3.92118061050682e+01°)
1.94935926178330e+01	(-5.28185966640875e+00dB,-3.92163847943883e+01°)
1.95071092305549e+01	(-5.28544912064112e+00dB,-3.92209519046374e+01°)
1.95206352155265e+01	(-5.28903906979849e+00dB,-3.92255074328976e+01°)
1.95341705792466e+01	(-5.29262951179206e+00dB,-3.92300513762685e+01°)
1.95477153282182e+01	(-5.29622044453223e+00dB,-3.92345837318674e+01°)
1.95612694689488e+01	(-5.29981186592865e+00dB,-3.92391044968296e+01°)
1.95748330079508e+01	(-5.30340377389025e+00dB,-3.92436136683079e+01°)
1.95884059517406e+01	(-5.30699616632516e+00dB,-3.92481112434733e+01°)
1.96019883068395e+01	(-5.31058904114084e+00dB,-3.92525972195141e+01°)
1.96155800797731e+01	(-5.31418239624401e+00dB,-3.92570715936365e+01°)
1.96291812770717e+01	(-5.31777622954065e+00dB,-3.92615343630646e+01°)
1.96427919052699e+01	(-5.32137053893605e+00dB,-3.92659855250399e+01°)
1.96564119709071e+01	(-5.32496532233466e+00dB,-3.92704250768226e+01°)
1.96700414805271e+01	(-5.32856057764043e+00dB,-3.92748530156895e+01°)
1.96836804406781e+01	(-5.33215630275643e+00dB,-3.92792693389360e+01°)
1.96973288579131e+01	(-5.33575249558505e+00dB,-3.92836740438753e+01°)
1.97109867387895e+01	(-5.33934915402804e+00dB,-3.92880671278379e+01°)
1.97246540898693e+01	(-5.34294627598640e+00dB,-3.92924485881727e+01°)
1.97383309177189e+01	(-5.34654385936043e+00dB,-3.92968184222461e+01°)
1.97520172289096e+01	(-5.35014190204975e+00dB,-3.93011766274427e+01°)
1.97657130300168e+01	(-5.35374040195333e+00dB,-3.93055232011643e+01°)
1.97794183276207e+01	(-5.35733935696939e+00dB,-3.93098581408314e+01°)
1.97931331283063e+01	(-5.36093876499557e+00dB,-3.93141814438815e+01°)
1.98068574386626e+01	(-5.36453862392870e+00dB,-3.93184931077707e+01°)
1.98205912652837e+01	(-5.36813893166505e+00dB,-3.93227931299726e+01°)
1.98343346147680e+01	(-5.37173968610014e+00dB,-3.93270815079789e+01°)
1.98480874937185e+01	(-5.37534088512893e+00dB,-3.93313582392988e+01°)
1.98618499087429e+01	(-5.37894252664558e+00dB,-3.93356233214600e+01°)
1.98756218664532e+01	(-5.38254460854377e+00dB,-3.93398767520074e+01°)
1.98894033734664e+01	(-5.38614712871636e+00dB,-3.93441185285045e+01°)
1.99031944364038e+01	(-5.38975008505564e+00dB,-3.93483486485323e+01°)
1.99169950618913e+01	(-5.39335347545325e+00dB,-3.93525671096901e+01°)
1.99308052565595e+01	(-5.39695729780021e+00dB,-3.93567739095945e+01°)
1.99446250270435e+01	(-5.40056154998691e+00dB,-3.93609690458804e+01°)
1.99584543799832e+01	(-5.40416622990301e+00dB,-3.93651525162011e+01°)
1.99722933220227e+01	(-5.40777133543762e+00dB,-3.93693243182273e+01°)
1.99861418598112e+01	(-5.41137686447930e+00dB,-3.93734844496474e+01°)
2.00000000000022e+01	(-5.41498281491582e+00dB,-3.93776329081686e+01°)
2.00138677492538e+01	(-5.41858918463445e+00dB,-3.93817696915155e+01°)
2.00277451142289e+01	(-5.42219597152184e+00dB,-3.93858947974308e+01°)
2.00416321015948e+01	(-5.42580317346395e+00dB,-3.93900082236754e+01°)
2.00555287180237e+01	(-5.42941078834628e+00dB,-3.93941099680276e+01°)
2.00694349701922e+01	(-5.43301881405358e+00dB,-3.93982000282844e+01°)
2.00833508647817e+01	(-5.43662724847010e+00dB,-3.94022784022605e+01°)
2.00972764084779e+01	(-5.44023608947943e+00dB,-3.94063450877887e+01°)
2.01112116079716e+01	(-5.44384533496464e+00dB,-3.94104000827195e+01°)
2.01251564699578e+01	(-5.44745498280815e+00dB,-3.94144433849221e+01°)
2.01391110011366e+01	(-5.45106503089185e+00dB,-3.94184749922828e+01°)
2.01530752082123e+01	(-5.45467547709704e+00dB,-3.94224949027068e+01°)
2.01670490978941e+01	(-5.45828631930441e+00dB,-3.94265031141169e+01°)
2.01810326768958e+01	(-5.46189755539417e+00dB,-3.94304996244539e+01°)
2.01950259519359e+01	(-5.46550918324579e+00dB,-3.94344844316772e+01°)
2.02090289297375e+01	(-5.46912120073844e+00dB,-3.94384575337633e+01°)
2.02230416170283e+01	(-5.47273360575045e+00dB,-3.94424189287080e+01°)
2.02370640205408e+01	(-5.47634639615982e+00dB,-3.94463686145240e+01°)
2.02510961470121e+01	(-5.47995956984389e+00dB,-3.94503065892427e+01°)
2.02651380031840e+01	(-5.48357312467947e+00dB,-3.94542328509136e+01°)
2.02791895958028e+01	(-5.48718705854280e+00dB,-3.94581473976043e+01°)
2.02932509316199e+01	(-5.49080136930967e+00dB,-3.94620502274001e+01°)
2.03073220173908e+01	(-5.49441605485528e+00dB,-3.94659413384047e+01°)
2.03214028598763e+01	(-5.49803111305427e+00dB,-3.94698207287402e+01°)
2.03354934658414e+01	(-5.50164654178081e+00dB,-3.94736883965461e+01°)
2.03495938420560e+01	(-5.50526233890855e+00dB,-3.94775443399805e+01°)
2.03637039952947e+01	(-5.50887850231057e+00dB,-3.94813885572198e+01°)
2.03778239323367e+01	(-5.51249502985945e+00dB,-3.94852210464582e+01°)
2.03919536599661e+01	(-5.51611191942727e+00dB,-3.94890418059082e+01°)
2.04060931849714e+01	(-5.51972916888566e+00dB,-3.94928508338000e+01°)
2.04202425141461e+01	(-5.52334677610565e+00dB,-3.94966481283827e+01°)
2.04344016542883e+01	(-5.52696473895786e+00dB,-3.95004336879230e+01°)
2.04485706122007e+01	(-5.53058305531233e+00dB,-3.95042075107059e+01°)
2.04627493946909e+01	(-5.53420172303866e+00dB,-3.95079695950349e+01°)
2.04769380085711e+01	(-5.53782074000598e+00dB,-3.95117199392310e+01°)
2.04911364606583e+01	(-5.54144010408289e+00dB,-3.95154585416340e+01°)
2.05053447577742e+01	(-5.54505981313757e+00dB,-3.95191854006015e+01°)
2.05195629067451e+01	(-5.54867986503767e+00dB,-3.95229005145094e+01°)
2.05337909144023e+01	(-5.55230025765038e+00dB,-3.95266038817519e+01°)
2.05480287875816e+01	(-5.55592098884245e+00dB,-3.95302955007413e+01°)
2.05622765331237e+01	(-5.55954205648016e+00dB,-3.95339753699081e+01°)
2.05765341578738e+01	(-5.56316345842929e+00dB,-3.95376434877011e+01°)
2.05908016686823e+01	(-5.56678519255527e+00dB,-3.95412998525868e+01°)
2.06050790724038e+01	(-5.57040725672293e+00dB,-3.95449444630510e+01°)
2.06193663758981e+01	(-5.57402964879676e+00dB,-3.95485773175967e+01°)
2.06336635860295e+01	(-5.57765236664084e+00dB,-3.95521984147452e+01°)
2.06479707096672e+01	(-5.58127540811866e+00dB,-3.95558077530370e+01°)
2.06622877536850e+01	(-5.58489877109340e+00dB,-3.95594053310298e+01°)
2.06766147249616e+01	(-5.58852245342782e+00dB,-3.95629911472997e+01°)
2.06909516303805e+01	(-5.59214645298413e+00dB,-3.95665652004418e+01°)
2.07052984768299e+01	(-5.59577076762426e+00dB,-3.95701274890683e+01°)
2.07196552712027e+01	(-5.59939539520961e+00dB,-3.95736780118108e+01°)
2.07340220203968e+01	(-5.60302033360127e+00dB,-3.95772167673182e+01°)
2.07483987313146e+01	(-5.60664558065984e+00dB,-3.95807437542582e+01°)
2.07627854108635e+01	(-5.61027113424548e+00dB,-3.95842589713169e+01°)
2.07771820659557e+01	(-5.61389699221808e+00dB,-3.95877624171981e+01°)
2.07915887035080e+01	(-5.61752315243701e+00dB,-3.95912540906245e+01°)
2.08060053304421e+01	(-5.62114961276132e+00dB,-3.95947339903364e+01°)
2.08204319536846e+01	(-5.62477637104960e+00dB,-3.95982021150933e+01°)
2.08348685801668e+01	(-5.62840342516013e+00dB,-3.96016584636719e+01°)
2.08493152168248e+01	(-5.63203077295073e+00dB,-3.96051030348683e+01°)
2.08637718705996e+01	(-5.63565841227890e+00dB,-3.96085358274960e+01°)
2.08782385484368e+01	(-5.63928634100174e+00dB,-3.96119568403873e+01°)
2.08927152572870e+01	(-5.64291455697597e+00dB,-3.96153660723928e+01°)
2.09072020041057e+01	(-5.64654305805803e+00dB,-3.96187635223809e+01°)
2.09216987958530e+01	(-5.65017184210382e+00dB,-3.96221491892392e+01°)
2.09362056394939e+01	(-5.65380090696900e+00dB,-3.96255230718731e+01°)
2.09507225419984e+01	(-5.65743025050891e+00dB,-3.96288851692061e+01°)
2.09652495103410e+01	(-5.66105987057849e+00dB,-3.96322354801803e+01°)
2.09797865515014e+01	(-5.66468976503229e+00dB,-3.96355740037562e+01°)
2.09943336724638e+01	(-5.66831993172455e+00dB,-3.96389007389128e+01°)
2.10088908802175e+01	(-5.67195036850922e+00dB,-3.96422156846469e+01°)
2.10234581817566e+01	(-5.67558107323983e+00dB,-3.96455188399741e+01°)
2.10380355840799e+01	(-5.67921204376968e+00dB,-3.96488102039281e+01°)
2.10526230941912e+01	(-5.68284327795164e+00dB,-3.96520897755611e+01°)
2.10672207190992e+01	(-5.68647477363833e+00dB,-3.96553575539437e+01°)
2.10818284658172e+01	(-5.69010652868197e+00dB,-3.96586135381648e+01°)
2.10964463413637e+01	(-5.69373854093458e+00dB,-3.96618577273316e+01°)
2.11110743527618e+01	(-5.69737080824776e+00dB,-3.96650901205696e+01°)
2.11257125070396e+01	(-5.70100332847288e+00dB,-3.96683107170230e+01°)
2.11403608112301e+01	(-5.70463609946099e+00dB,-3.96715195158539e+01°)
2.11550192723710e+01	(-5.70826911906278e+00dB,-3.96747165162433e+01°)
2.11696878975051e+01	(-5.71190238512873e+00dB,-3.96779017173901e+01°)
2.11843666936800e+01	(-5.71553589550898e+00dB,-3.96810751185121e+01°)
2.11990556679481e+01	(-5.71916964805339e+00dB,-3.96842367188450e+01°)
2.12137548273668e+01	(-5.72280364061155e+00dB,-3.96873865176430e+01°)
2.12284641789984e+01	(-5.72643787103273e+00dB,-3.96905245141791e+01°)
2.12431837299100e+01	(-5.73007233716602e+00dB,-3.96936507077441e+01°)
2.12579134871736e+01	(-5.73370703686010e+00dB,-3.96967650976478e+01°)
2.12726534578662e+01	(-5.73734196796352e+00dB,-3.96998676832179e+01°)
2.12874036490697e+01	(-5.74097712832448e+00dB,-3.97029584638007e+01°)
2.13021640678709e+01	(-5.74461251579096e+00dB,-3.97060374387610e+01°)
2.13169347213614e+01	(-5.74824812821065e+00dB,-3.97091046074820e+01°)
2.13317156166378e+01	(-5.75188396343099e+00dB,-3.97121599693653e+01°)
2.13465067608017e+01	(-5.75552001929924e+00dB,-3.97152035238308e+01°)
2.13613081609596e+01	(-5.75915629366233e+00dB,-3.97182352703171e+01°)
2.13761198242227e+01	(-5.76279278436704e+00dB,-3.97212552082807e+01°)
2.13909417577074e+01	(-5.76642948925981e+00dB,-3.97242633371972e+01°)
2.14057739685350e+01	(-5.77006640618696e+00dB,-3.97272596565601e+01°)
2.14206164638317e+01	(-5.77370353299447e+00dB,-3.97302441658819e+01°)
2.14354692507284e+01	(-5.77734086752820e+00dB,-3.97332168646928e+01°)
2.14503323363614e+01	(-5.78097840763371e+00dB,-3.97361777525422e+01°)
2.14652057278716e+01	(-5.78461615115640e+00dB,-3.97391268289974e+01°)
2.14800894324051e+01	(-5.78825409594145e+00dB,-3.97420640936443e+01°)
2.14949834571126e+01	(-5.79189223983378e+00dB,-3.97449895460875e+01°)
2.15098878091501e+01	(-5.79553058067819e+00dB,-3.97479031859497e+01°)
2.15248024956785e+01	(-5.79916911631923e+00dB,-3.97508050128723e+01°)
2.15397275238636e+01	(-5.80280784460127e+00dB,-3.97536950265149e+01°)
2.15546629008760e+01	(-5.80644676336848e+00dB,-3.97565732265558e+01°)
2.15696086338916e+01	(-5.81008587046479e+00dB,-3.97594396126921e+01°)
2.15845647300911e+01	(-5.81372516373409e+00dB,-3.97622941846385e+01°)
2.15995311966603e+01	(-5.81736464101998e+00dB,-3.97651369421287e+01°)
2.16145080407896e+01	(-5.82100430016590e+00dB,-3.97679678849149e+01°)
2.16294952696750e+01	(-5.82464413901512e+00dB,-3.97707870127678e+01°)
2.16444928905169e+01	(-5.82828415541075e+00dB,-3.97735943254765e+01°)
2.16595009105211e+01	(-5.83192434719575e+00dB,-3.97763898228484e+01°)
2.16745193368982e+01	(-5.83556471221294e+00dB,-3.97791735047094e+01°)
2.16895481768639e+01	(-5.83920524830489e+00dB,-3.97819453709045e+01°)
2.17045874376388e+01	(-5.84284595331416e+00dB,-3.97847054212962e+01°)
2.17196371264485e+01	(-5.84648682508301e+00dB,-3.97874536557664e+01°)
2.17346972505238e+01	(-5.85012786145370e+00dB,-3.97901900742148e+01°)
2.17497678171003e+01	(-5.85376906026824e+00dB,-3.97929146765601e+01°)
2.17648488334187e+01	(-5.85741041936862e+00dB,-3.97956274627391e+01°)
2.17799403067248e+01	(-5.86105193659652e+00dB,-3.97983284327077e+01°)
2.17950422442692e+01	(-5.86469360979371e+00dB,-3.98010175864392e+01°)
2.18101546533078e+01	(-5.86833543680166e+00dB,-3.98036949239268e+01°)
2.18252775411014e+01	(-5.87197741546186e+00dB,-3.98063604451810e+01°)
2.18404109149157e+01	(-5.87561954361555e+00dB,-3.98090141502316e+01°)
2.18555547820217e+01	(-5.87926181910397e+00dB,-3.98116560391264e+01°)
2.18707091496953e+01	(-5.88290423976818e+00dB,-3.98142861119321e+01°)
2.18858740252175e+01	(-5.88654680344918e+00dB,-3.98169043687337e+01°)
2.19010494158742e+01	(-5.89018950798790e+00dB,-3.98195108096346e+01°)
2.19162353289565e+01	(-5.89383235122508e+00dB,-3.98221054347570e+01°)
2.19314317717606e+01	(-5.89747533100144e+00dB,-3.98246882442415e+01°)
2.19466387515876e+01	(-5.90111844515761e+00dB,-3.98272592382472e+01°)
2.19618562757437e+01	(-5.90476169153411e+00dB,-3.98298184169517e+01°)
2.19770843515403e+01	(-5.90840506797140e+00dB,-3.98323657805511e+01°)
2.19923229862937e+01	(-5.91204857230988e+00dB,-3.98349013292601e+01°)
2.20075721873255e+01	(-5.91569220238982e+00dB,-3.98374250633121e+01°)
2.20228319619620e+01	(-5.91933595605155e+00dB,-3.98399369829584e+01°)
2.20381023175349e+01	(-5.92297983113515e+00dB,-3.98424370884696e+01°)
2.20533832613810e+01	(-5.92662382548079e+00dB,-3.98449253801345e+01°)
2.20686748008419e+01	(-5.93026793692859e+00dB,-3.98474018582600e+01°)
2.20839769432646e+01	(-5.93391216331850e+00dB,-3.98498665231724e+01°)
2.20992896960010e+01	(-5.93755650249048e+00dB,-3.98523193752162e+01°)
2.21146130664081e+01	(-5.94120095228454e+00dB,-3.98547604147538e+01°)
2.21299470618482e+01	(-5.94484551054052e+00dB,-3.98571896421669e+01°)
2.21452916896885e+01	(-5.94849017509831e+00dB,-3.98596070578555e+01°)
2.21606469573013e+01	(-5.95213494379770e+00dB,-3.98620126622382e+01°)
2.21760128720642e+01	(-5.95577981447850e+00dB,-3.98644064557522e+01°)
2.21913894413597e+01	(-5.95942478498055e+00dB,-3.98667884388526e+01°)
2.22067766725756e+01	(-5.96306985314354e+00dB,-3.98691586120141e+01°)
2.22221745731047e+01	(-5.96671501680724e+00dB,-3.98715169757293e+01°)
2.22375831503449e+01	(-5.97036027381140e+00dB,-3.98738635305093e+01°)
2.22530024116995e+01	(-5.97400562199576e+00dB,-3.98761982768839e+01°)
2.22684323645765e+01	(-5.97765105920003e+00dB,-3.98785212154015e+01°)
2.22838730163894e+01	(-5.98129658326394e+00dB,-3.98808323466291e+01°)
2.22993243745568e+01	(-5.98494219202727e+00dB,-3.98831316711518e+01°)
2.23147864465021e+01	(-5.98858788332973e+00dB,-3.98854191895739e+01°)
2.23302592396543e+01	(-5.99223365501106e+00dB,-3.98876949025181e+01°)
2.23457427614472e+01	(-5.99587950491111e+00dB,-3.98899588106250e+01°)
2.23612370193201e+01	(-5.99952543086964e+00dB,-3.98922109145545e+01°)
2.23767420207170e+01	(-6.00317143072649e+00dB,-3.98944512149847e+01°)
2.23922577730876e+01	(-6.00681750232150e+00dB,-3.98966797126126e+01°)
2.24077842838864e+01	(-6.01046364349460e+00dB,-3.98988964081532e+01°)
2.24233215605730e+01	(-6.01410985208568e+00dB,-3.99011013023406e+01°)
2.24388696106125e+01	(-6.01775612593479e+00dB,-3.99032943959268e+01°)
2.24544284414750e+01	(-6.02140246288186e+00dB,-3.99054756896832e+01°)
2.24699980606358e+01	(-6.02504886076702e+00dB,-3.99076451843991e+01°)
2.24855784755752e+01	(-6.02869531743036e+00dB,-3.99098028808827e+01°)
2.25011696937790e+01	(-6.03234183071211e+00dB,-3.99119487799605e+01°)
2.25167717227381e+01	(-6.03598839845247e+00dB,-3.99140828824778e+01°)
2.25323845699485e+01	(-6.03963501849179e+00dB,-3.99162051892982e+01°)
2.25480082429113e+01	(-6.04328168867043e+00dB,-3.99183157013042e+01°)
2.25636427491331e+01	(-6.04692840682889e+00dB,-3.99204144193964e+01°)
2.25792880961255e+01	(-6.05057517080763e+00dB,-3.99225013444945e+01°)
2.25949442914054e+01	(-6.05422197844733e+00dB,-3.99245764775364e+01°)
2.26106113424947e+01	(-6.05786882758872e+00dB,-3.99266398194783e+01°)
2.26262892569209e+01	(-6.06151571607256e+00dB,-3.99286913712956e+01°)
2.26419780422164e+01	(-6.06516264173970e+00dB,-3.99307311339822e+01°)
2.26576777059189e+01	(-6.06880960243123e+00dB,-3.99327591085497e+01°)
2.26733882555714e+01	(-6.07245659598816e+00dB,-3.99347752960294e+01°)
2.26891096987220e+01	(-6.07610362025173e+00dB,-3.99367796974703e+01°)
2.27048420429242e+01	(-6.07975067306325e+00dB,-3.99387723139403e+01°)
2.27205852957366e+01	(-6.08339775226413e+00dB,-3.99407531465261e+01°)
2.27363394647232e+01	(-6.08704485569592e+00dB,-3.99427221963326e+01°)
2.27521045574530e+01	(-6.09069198120034e+00dB,-3.99446794644830e+01°)
2.27678805815005e+01	(-6.09433912661914e+00dB,-3.99466249521197e+01°)
