Freq.	V(vo)
7.73859632533879e+02	(-1.84095570468609e+01dB,-3.23501052981169e+01°)
7.74396217100875e+02	(-1.84120103554382e+01dB,-3.23445376462531e+01°)
7.74933173728883e+02	(-1.84144625725625e+01dB,-3.23389663274569e+01°)
7.75470502675884e+02	(-1.84169136975270e+01dB,-3.23333913525386e+01°)
7.76008204200041e+02	(-1.84193637296275e+01dB,-3.23278127323147e+01°)
7.76546278559693e+02	(-1.84218126681629e+01dB,-3.23222304776067e+01°)
7.77084726013360e+02	(-1.84242605124345e+01dB,-3.23166445992422e+01°)
7.77623546819741e+02	(-1.84267072617469e+01dB,-3.23110551080538e+01°)
7.78162741237713e+02	(-1.84291529154071e+01dB,-3.23054620148801e+01°)
7.78702309526335e+02	(-1.84315974727254e+01dB,-3.22998653305648e+01°)
7.79242251944843e+02	(-1.84340409330144e+01dB,-3.22942650659572e+01°)
7.79782568752655e+02	(-1.84364832955899e+01dB,-3.22886612319118e+01°)
7.80323260209367e+02	(-1.84389245597705e+01dB,-3.22830538392889e+01°)
7.80864326574756e+02	(-1.84413647248775e+01dB,-3.22774428989535e+01°)
7.81405768108780e+02	(-1.84438037902349e+01dB,-3.22718284217766e+01°)
7.81947585071575e+02	(-1.84462417551700e+01dB,-3.22662104186337e+01°)
7.82489777723458e+02	(-1.84486786190125e+01dB,-3.22605889004062e+01°)
7.83032346324930e+02	(-1.84511143810950e+01dB,-3.22549638779802e+01°)
7.83575291136666e+02	(-1.84535490407532e+01dB,-3.22493353622473e+01°)
7.84118612419529e+02	(-1.84559825973253e+01dB,-3.22437033641040e+01°)
7.84662310434557e+02	(-1.84584150501525e+01dB,-3.22380678944521e+01°)
7.85206385442972e+02	(-1.84608463985789e+01dB,-3.22324289641981e+01°)
7.85750837706176e+02	(-1.84632766419513e+01dB,-3.22267865842539e+01°)
7.86295667485754e+02	(-1.84657057796193e+01dB,-3.22211407655362e+01°)
7.86840875043470e+02	(-1.84681338109356e+01dB,-3.22154915189667e+01°)
7.87386460641271e+02	(-1.84705607352554e+01dB,-3.22098388554720e+01°)
7.87932424541286e+02	(-1.84729865519370e+01dB,-3.22041827859836e+01°)
7.88478767005823e+02	(-1.84754112603415e+01dB,-3.21985233214379e+01°)
7.89025488297376e+02	(-1.84778348598326e+01dB,-3.21928604727760e+01°)
7.89572588678618e+02	(-1.84802573497773e+01dB,-3.21871942509438e+01°)
7.90120068412406e+02	(-1.84826787295449e+01dB,-3.21815246668921e+01°)
7.90667927761776e+02	(-1.84850989985079e+01dB,-3.21758517315763e+01°)
7.91216166989951e+02	(-1.84875181560416e+01dB,-3.21701754559565e+01°)
7.91764786360333e+02	(-1.84899362015240e+01dB,-3.21644958509974e+01°)
7.92313786136508e+02	(-1.84923531343361e+01dB,-3.21588129276684e+01°)
7.92863166582245e+02	(-1.84947689538617e+01dB,-3.21531266969435e+01°)
7.93412927961495e+02	(-1.84971836594874e+01dB,-3.21474371698011e+01°)
7.93963070538393e+02	(-1.84995972506027e+01dB,-3.21417443572243e+01°)
7.94513594577257e+02	(-1.85020097265998e+01dB,-3.21360482702006e+01°)
7.95064500342586e+02	(-1.85044210868740e+01dB,-3.21303489197219e+01°)
7.95615788099067e+02	(-1.85068313308232e+01dB,-3.21246463167846e+01°)
7.96167458111566e+02	(-1.85092404578484e+01dB,-3.21189404723893e+01°)
7.96719510645136e+02	(-1.85116484673532e+01dB,-3.21132313975413e+01°)
7.97271945965010e+02	(-1.85140553587441e+01dB,-3.21075191032498e+01°)
7.97824764336610e+02	(-1.85164611314306e+01dB,-3.21018036005285e+01°)
7.98377966025537e+02	(-1.85188657848248e+01dB,-3.20960849003955e+01°)
7.98931551297580e+02	(-1.85212693183420e+01dB,-3.20903630138727e+01°)
7.99485520418710e+02	(-1.85236717314000e+01dB,-3.20846379519865e+01°)
8.00039873655083e+02	(-1.85260730234197e+01dB,-3.20789097257673e+01°)
8.00594611273040e+02	(-1.85284731938246e+01dB,-3.20731783462497e+01°)
8.01149733539107e+02	(-1.85308722420413e+01dB,-3.20674438244724e+01°)
8.01705240719993e+02	(-1.85332701674992e+01dB,-3.20617061714779e+01°)
8.02261133082593e+02	(-1.85356669696303e+01dB,-3.20559653983130e+01°)
8.02817410893988e+02	(-1.85380626478699e+01dB,-3.20502215160284e+01°)
8.03374074421444e+02	(-1.85404572016557e+01dB,-3.20444745356786e+01°)
8.03931123932410e+02	(-1.85428506304285e+01dB,-3.20387244683222e+01°)
8.04488559694523e+02	(-1.85452429336319e+01dB,-3.20329713250215e+01°)
8.05046381975605e+02	(-1.85476341107125e+01dB,-3.20272151168428e+01°)
8.05604591043663e+02	(-1.85500241611194e+01dB,-3.20214558548561e+01°)
8.06163187166890e+02	(-1.85524130843049e+01dB,-3.20156935501351e+01°)
8.06722170613666e+02	(-1.85548008797239e+01dB,-3.20099282137576e+01°)
8.07281541652555e+02	(-1.85571875468344e+01dB,-3.20041598568045e+01°)
8.07841300552310e+02	(-1.85595730850971e+01dB,-3.19983884903611e+01°)
8.08401447581868e+02	(-1.85619574939756e+01dB,-3.19926141255156e+01°)
8.08961983010353e+02	(-1.85643407729362e+01dB,-3.19868367733605e+01°)
8.09522907107077e+02	(-1.85667229214483e+01dB,-3.19810564449913e+01°)
8.10084220141537e+02	(-1.85691039389841e+01dB,-3.19752731515073e+01°)
8.10645922383418e+02	(-1.85714838250184e+01dB,-3.19694869040114e+01°)
8.11208014102591e+02	(-1.85738625790293e+01dB,-3.19636977136098e+01°)
8.11770495569114e+02	(-1.85762402004973e+01dB,-3.19579055914121e+01°)
8.12333367053235e+02	(-1.85786166889061e+01dB,-3.19521105485316e+01°)
8.12896628825386e+02	(-1.85809920437421e+01dB,-3.19463125960846e+01°)
8.13460281156187e+02	(-1.85833662644945e+01dB,-3.19405117451909e+01°)
8.14024324316448e+02	(-1.85857393506555e+01dB,-3.19347080069737e+01°)
8.14588758577165e+02	(-1.85881113017201e+01dB,-3.19289013925593e+01°)
8.15153584209522e+02	(-1.85904821171862e+01dB,-3.19230919130773e+01°)
8.15718801484890e+02	(-1.85928517965543e+01dB,-3.19172795796606e+01°)
8.16284410674832e+02	(-1.85952203393282e+01dB,-3.19114644034451e+01°)
8.16850412051094e+02	(-1.85975877450142e+01dB,-3.19056463955701e+01°)
8.17416805885614e+02	(-1.85999540131215e+01dB,-3.18998255671776e+01°)
8.17983592450518e+02	(-1.86023191431624e+01dB,-3.18940019294130e+01°)
8.18550772018119e+02	(-1.86046831346518e+01dB,-3.18881754934246e+01°)
8.19118344860923e+02	(-1.86070459871075e+01dB,-3.18823462703638e+01°)
8.19686311251619e+02	(-1.86094077000502e+01dB,-3.18765142713848e+01°)
8.20254671463090e+02	(-1.86117682730036e+01dB,-3.18706795076450e+01°)
8.20823425768406e+02	(-1.86141277054940e+01dB,-3.18648419903044e+01°)
8.21392574440826e+02	(-1.86164859970507e+01dB,-3.18590017305260e+01°)
8.21962117753800e+02	(-1.86188431472058e+01dB,-3.18531587394758e+01°)
8.22532055980967e+02	(-1.86211991554944e+01dB,-3.18473130283224e+01°)
8.23102389396155e+02	(-1.86235540214541e+01dB,-3.18414646082371e+01°)
8.23673118273383e+02	(-1.86259077446259e+01dB,-3.18356134903942e+01°)
8.24244242886858e+02	(-1.86282603245531e+01dB,-3.18297596859706e+01°)
8.24815763510980e+02	(-1.86306117607823e+01dB,-3.18239032061456e+01°)
8.25387680420338e+02	(-1.86329620528627e+01dB,-3.18180440621016e+01°)
8.25959993889710e+02	(-1.86353112003464e+01dB,-3.18121822650233e+01°)
8.26532704194066e+02	(-1.86376592027884e+01dB,-3.18063178260980e+01°)
8.27105811608567e+02	(-1.86400060597465e+01dB,-3.18004507565156e+01°)
8.27679316408564e+02	(-1.86423517707816e+01dB,-3.17945810674686e+01°)
8.28253218869600e+02	(-1.86446963354570e+01dB,-3.17887087701516e+01°)
8.28827519267406e+02	(-1.86470397533392e+01dB,-3.17828338757622e+01°)
8.29402217877908e+02	(-1.86493820239975e+01dB,-3.17769563954999e+01°)
8.29977314977221e+02	(-1.86517231470040e+01dB,-3.17710763405667e+01°)
8.30552810841653e+02	(-1.86540631219337e+01dB,-3.17651937221673e+01°)
8.31128705747701e+02	(-1.86564019483644e+01dB,-3.17593085515081e+01°)
8.31704999972058e+02	(-1.86587396258769e+01dB,-3.17534208397983e+01°)
8.32281693791604e+02	(-1.86610761540545e+01dB,-3.17475305982490e+01°)
8.32858787483415e+02	(-1.86634115324838e+01dB,-3.17416378380738e+01°)
8.33436281324756e+02	(-1.86657457607541e+01dB,-3.17357425704880e+01°)
8.34014175593086e+02	(-1.86680788384573e+01dB,-3.17298448067096e+01°)
8.34592470566057e+02	(-1.86704107651885e+01dB,-3.17239445579584e+01°)
8.35171166521512e+02	(-1.86727415405455e+01dB,-3.17180418354563e+01°)
8.35750263737487e+02	(-1.86750711641290e+01dB,-3.17121366504272e+01°)
8.36329762492211e+02	(-1.86773996355425e+01dB,-3.17062290140972e+01°)
8.36909663064106e+02	(-1.86797269543924e+01dB,-3.17003189376941e+01°)
8.37489965731788e+02	(-1.86820531202879e+01dB,-3.16944064324479e+01°)
8.38070670774063e+02	(-1.86843781328410e+01dB,-3.16884915095904e+01°)
8.38651778469935e+02	(-1.86867019916668e+01dB,-3.16825741803553e+01°)
8.39233289098597e+02	(-1.86890246963831e+01dB,-3.16766544559779e+01°)
8.39815202939438e+02	(-1.86913462466104e+01dB,-3.16707323476959e+01°)
8.40397520272041e+02	(-1.86936666419723e+01dB,-3.16648078667481e+01°)
8.40980241376182e+02	(-1.86959858820951e+01dB,-3.16588810243755e+01°)
8.41563366531830e+02	(-1.86983039666080e+01dB,-3.16529518318206e+01°)
8.42146896019150e+02	(-1.87006208951431e+01dB,-3.16470203003277e+01°)
8.42730830118501e+02	(-1.87029366673352e+01dB,-3.16410864411427e+01°)
8.43315169110436e+02	(-1.87052512828222e+01dB,-3.16351502655131e+01°)
8.43899913275701e+02	(-1.87075647412446e+01dB,-3.16292117846879e+01°)
8.44485062895239e+02	(-1.87098770422459e+01dB,-3.16232710099179e+01°)
8.45070618250188e+02	(-1.87121881854723e+01dB,-3.16173279524550e+01°)
8.45656579621878e+02	(-1.87144981705730e+01dB,-3.16113826235532e+01°)
8.46242947291836e+02	(-1.87168069972001e+01dB,-3.16054350344673e+01°)
8.46829721541786e+02	(-1.87191146650083e+01dB,-3.15994851964539e+01°)
8.47416902653644e+02	(-1.87214211736553e+01dB,-3.15935331207709e+01°)
8.48004490909523e+02	(-1.87237265228017e+01dB,-3.15875788186775e+01°)
8.48592486591732e+02	(-1.87260307121109e+01dB,-3.15816223014343e+01°)
8.49180889982774e+02	(-1.87283337412491e+01dB,-3.15756635803032e+01°)
8.49769701365352e+02	(-1.87306356098854e+01dB,-3.15697026665472e+01°)
8.50358921022359e+02	(-1.87329363176917e+01dB,-3.15637395714307e+01°)
8.50948549236890e+02	(-1.87352358643427e+01dB,-3.15577743062193e+01°)
8.51538586292232e+02	(-1.87375342495161e+01dB,-3.15518068821795e+01°)
8.52129032471871e+02	(-1.87398314728923e+01dB,-3.15458373105792e+01°)
8.52719888059488e+02	(-1.87421275341547e+01dB,-3.15398656026874e+01°)
8.53311153338962e+02	(-1.87444224329893e+01dB,-3.15338917697738e+01°)
8.53902828594367e+02	(-1.87467161690852e+01dB,-3.15279158231096e+01°)
8.54494914109977e+02	(-1.87490087421341e+01dB,-3.15219377739668e+01°)
8.55087410170260e+02	(-1.87513001518308e+01dB,-3.15159576336182e+01°)
8.55680317059882e+02	(-1.87535903978727e+01dB,-3.15099754133377e+01°)
8.56273635063709e+02	(-1.87558794799602e+01dB,-3.15039911244002e+01°)
8.56867364466800e+02	(-1.87581673977965e+01dB,-3.14980047780812e+01°)
8.57461505554416e+02	(-1.87604541510876e+01dB,-3.14920163856573e+01°)
8.58056058612013e+02	(-1.87627397395423e+01dB,-3.14860259584056e+01°)
8.58651023925246e+02	(-1.87650241628724e+01dB,-3.14800335076044e+01°)
8.59246401779968e+02	(-1.87673074207924e+01dB,-3.14740390445323e+01°)
8.59842192462230e+02	(-1.87695895130197e+01dB,-3.14680425804688e+01°)
8.60438396258281e+02	(-1.87718704392744e+01dB,-3.14620441266941e+01°)
8.61035013454570e+02	(-1.87741501992797e+01dB,-3.14560436944891e+01°)
8.61632044337742e+02	(-1.87764287927613e+01dB,-3.14500412951350e+01°)
8.62229489194644e+02	(-1.87787062194481e+01dB,-3.14440369399140e+01°)
8.62827348312319e+02	(-1.87809824790716e+01dB,-3.14380306401085e+01°)
8.63425621978011e+02	(-1.87832575713660e+01dB,-3.14320224070016e+01°)
8.64024310479161e+02	(-1.87855314960688e+01dB,-3.14260122518768e+01°)
8.64623414103412e+02	(-1.87878042529198e+01dB,-3.14200001860182e+01°)
8.65222933138605e+02	(-1.87900758416620e+01dB,-3.14139862207100e+01°)
8.65822867872781e+02	(-1.87923462620410e+01dB,-3.14079703672371e+01°)
8.66423218594180e+02	(-1.87946155138054e+01dB,-3.14019526368846e+01°)
8.67023985591242e+02	(-1.87968835967066e+01dB,-3.13959330409380e+01°)
8.67625169152607e+02	(-1.87991505104988e+01dB,-3.13899115906830e+01°)
8.68226769567117e+02	(-1.88014162549388e+01dB,-3.13838882974056e+01°)
8.68828787123812e+02	(-1.88036808297867e+01dB,-3.13778631723920e+01°)
8.69431222111933e+02	(-1.88059442348050e+01dB,-3.13718362269287e+01°)
8.70034074820922e+02	(-1.88082064697593e+01dB,-3.13658074723022e+01°)
8.70637345540421e+02	(-1.88104675344179e+01dB,-3.13597769197992e+01°)
8.71241034560273e+02	(-1.88127274285518e+01dB,-3.13537445807066e+01°)
8.71845142170523e+02	(-1.88149861519351e+01dB,-3.13477104663112e+01°)
8.72449668661416e+02	(-1.88172437043445e+01dB,-3.13416745879000e+01°)
8.73054614323398e+02	(-1.88195000855596e+01dB,-3.13356369567598e+01°)
8.73659979447119e+02	(-1.88217552953630e+01dB,-3.13295975841775e+01°)
8.74265764323426e+02	(-1.88240093335397e+01dB,-3.13235564814400e+01°)
8.74871969243371e+02	(-1.88262621998778e+01dB,-3.13175136598339e+01°)
8.75478594498208e+02	(-1.88285138941683e+01dB,-3.13114691306460e+01°)
8.76085640379391e+02	(-1.88307644162048e+01dB,-3.13054229051626e+01°)
8.76693107178577e+02	(-1.88330137657838e+01dB,-3.12993749946700e+01°)
8.77300995187625e+02	(-1.88352619427047e+01dB,-3.12933254104543e+01°)
8.77909304698598e+02	(-1.88375089467695e+01dB,-3.12872741638013e+01°)
8.78518036003759e+02	(-1.88397547777833e+01dB,-3.12812212659965e+01°)
8.79127189395575e+02	(-1.88419994355537e+01dB,-3.12751667283250e+01°)
8.79736765166716e+02	(-1.88442429198914e+01dB,-3.12691105620719e+01°)
8.80346763610054e+02	(-1.88464852306098e+01dB,-3.12630527785215e+01°)
8.80957185018665e+02	(-1.88487263675249e+01dB,-3.12569933889579e+01°)
8.81568029685827e+02	(-1.88509663304559e+01dB,-3.12509324046648e+01°)
8.82179297905023e+02	(-1.88532051192245e+01dB,-3.12448698369253e+01°)
8.82790989969939e+02	(-1.88554427336554e+01dB,-3.12388056970222e+01°)
8.83403106174463e+02	(-1.88576791735759e+01dB,-3.12327399962376e+01°)
8.84015646812689e+02	(-1.88599144388163e+01dB,-3.12266727458531e+01°)
8.84628612178914e+02	(-1.88621485292096e+01dB,-3.12206039571496e+01°)
8.85242002567639e+02	(-1.88643814445917e+01dB,-3.12145336414075e+01°)
8.85855818273570e+02	(-1.88666131848011e+01dB,-3.12084618099065e+01°)
8.86470059591615e+02	(-1.88688437496793e+01dB,-3.12023884739257e+01°)
8.87084726816889e+02	(-1.88710731390705e+01dB,-3.11963136447434e+01°)
8.87699820244711e+02	(-1.88733013528218e+01dB,-3.11902373336370e+01°)
8.88315340170603e+02	(-1.88755283907830e+01dB,-3.11841595518834e+01°)
8.88931286890296e+02	(-1.88777542528066e+01dB,-3.11780803107586e+01°)
8.89547660699721e+02	(-1.88799789387482e+01dB,-3.11719996215376e+01°)
8.90164461895019e+02	(-1.88822024484658e+01dB,-3.11659174954947e+01°)
8.90781690772532e+02	(-1.88844247818207e+01dB,-3.11598339439032e+01°)
8.91399347628810e+02	(-1.88866459386764e+01dB,-3.11537489780357e+01°)
8.92017432760608e+02	(-1.88888659188996e+01dB,-3.11476626091633e+01°)
8.92635946464888e+02	(-1.88910847223598e+01dB,-3.11415748485568e+01°)
8.93254889038815e+02	(-1.88933023489290e+01dB,-3.11354857074853e+01°)
8.93874260779764e+02	(-1.88955187984822e+01dB,-3.11293951972174e+01°)
8.94494061985312e+02	(-1.88977340708971e+01dB,-3.11233033290203e+01°)
8.95114292953246e+02	(-1.88999481660544e+01dB,-3.11172101141600e+01°)
8.95734953981556e+02	(-1.89021610838372e+01dB,-3.11111155639018e+01°)
8.96356045368443e+02	(-1.89043728241317e+01dB,-3.11050196895092e+01°)
8.96977567412309e+02	(-1.89065833868268e+01dB,-3.10989225022451e+01°)
8.97599520411769e+02	(-1.89087927718141e+01dB,-3.10928240133706e+01°)
8.98221904665641e+02	(-1.89110009789880e+01dB,-3.10867242341459e+01°)
8.98844720472952e+02	(-1.89132080082458e+01dB,-3.10806231758298e+01°)
8.99467968132935e+02	(-1.89154138594875e+01dB,-3.10745208496798e+01°)
9.00091647945031e+02	(-1.89176185326157e+01dB,-3.10684172669519e+01°)
9.00715760208890e+02	(-1.89198220275362e+01dB,-3.10623124389008e+01°)
9.01340305224368e+02	(-1.89220243441572e+01dB,-3.10562063767799e+01°)
9.01965283291529e+02	(-1.89242254823897e+01dB,-3.10500990918408e+01°)
9.02590694710646e+02	(-1.89264254421477e+01dB,-3.10439905953340e+01°)
9.03216539782201e+02	(-1.89286242233478e+01dB,-3.10378808985082e+01°)
9.03842818806881e+02	(-1.89308218259093e+01dB,-3.10317700126108e+01°)
9.04469532085586e+02	(-1.89330182497545e+01dB,-3.10256579488873e+01°)
9.05096679919420e+02	(-1.89352134948083e+01dB,-3.10195447185820e+01°)
9.05724262609700e+02	(-1.89374075609983e+01dB,-3.10134303329371e+01°)
9.06352280457948e+02	(-1.89396004482551e+01dB,-3.10073148031936e+01°)
9.06980733765899e+02	(-1.89417921565119e+01dB,-3.10011981405904e+01°)
9.07609622835495e+02	(-1.89439826857046e+01dB,-3.09950803563650e+01°)
9.08238947968887e+02	(-1.89461720357721e+01dB,-3.09889614617528e+01°)
9.08868709468436e+02	(-1.89483602066558e+01dB,-3.09828414679879e+01°)
9.09498907636713e+02	(-1.89505471982999e+01dB,-3.09767203863019e+01°)
9.10129542776499e+02	(-1.89527330106516e+01dB,-3.09705982279253e+01°)
9.10760615190785e+02	(-1.89549176436606e+01dB,-3.09644750040862e+01°)
9.11392125182771e+02	(-1.89571010972793e+01dB,-3.09583507260109e+01°)
9.12024073055867e+02	(-1.89592833714632e+01dB,-3.09522254049238e+01°)
9.12656459113696e+02	(-1.89614644661702e+01dB,-3.09460990520475e+01°)
9.13289283660089e+02	(-1.89636443813611e+01dB,-3.09399716786024e+01°)
9.13922546999088e+02	(-1.89658231169994e+01dB,-3.09338432958068e+01°)
9.14556249434947e+02	(-1.89680006730515e+01dB,-3.09277139148772e+01°)
9.15190391272130e+02	(-1.89701770494863e+01dB,-3.09215835470278e+01°)
9.15824972815312e+02	(-1.89723522462756e+01dB,-3.09154522034708e+01°)
9.16459994369381e+02	(-1.89745262633939e+01dB,-3.09093198954162e+01°)
9.17095456239433e+02	(-1.89766991008184e+01dB,-3.09031866340719e+01°)
9.17731358730779e+02	(-1.89788707585293e+01dB,-3.08970524306434e+01°)
9.18367702148941e+02	(-1.89810412365091e+01dB,-3.08909172963341e+01°)
9.19004486799650e+02	(-1.89832105347433e+01dB,-3.08847812423453e+01°)
9.19641712988852e+02	(-1.89853786532202e+01dB,-3.08786442798757e+01°)
9.20279381022705e+02	(-1.89875455919306e+01dB,-3.08725064201219e+01°)
9.20917491207578e+02	(-1.89897113508683e+01dB,-3.08663676742780e+01°)
9.21556043850052e+02	(-1.89918759300297e+01dB,-3.08602280535357e+01°)
9.22195039256923e+02	(-1.89940393294138e+01dB,-3.08540875690846e+01°)
9.22834477735198e+02	(-1.89962015490225e+01dB,-3.08479462321115e+01°)
9.23474359592097e+02	(-1.89983625888605e+01dB,-3.08418040538007e+01°)
9.24114685135053e+02	(-1.90005224489349e+01dB,-3.08356610453345e+01°)
9.24755454671712e+02	(-1.90026811292559e+01dB,-3.08295172178920e+01°)
9.25396668509935e+02	(-1.90048386298362e+01dB,-3.08233725826502e+01°)
9.26038326957794e+02	(-1.90069949506913e+01dB,-3.08172271507834e+01°)
9.26680430323575e+02	(-1.90091500918393e+01dB,-3.08110809334632e+01°)
9.27322978915781e+02	(-1.90113040533012e+01dB,-3.08049339418587e+01°)
9.27965973043124e+02	(-1.90134568351006e+01dB,-3.07987861871362e+01°)
9.28609413014534e+02	(-1.90156084372639e+01dB,-3.07926376804594e+01°)
9.29253299139152e+02	(-1.90177588598200e+01dB,-3.07864884329891e+01°)
9.29897631726337e+02	(-1.90199081028008e+01dB,-3.07803384558835e+01°)
9.30542411085660e+02	(-1.90220561662408e+01dB,-3.07741877602980e+01°)
9.31187637526906e+02	(-1.90242030501771e+01dB,-3.07680363573850e+01°)
9.31833311360078e+02	(-1.90263487546495e+01dB,-3.07618842582943e+01°)
9.32479432895390e+02	(-1.90284932797008e+01dB,-3.07557314741727e+01°)
9.33126002443274e+02	(-1.90306366253762e+01dB,-3.07495780161641e+01°)
9.33773020314376e+02	(-1.90327787917238e+01dB,-3.07434238954094e+01°)
9.34420486819558e+02	(-1.90349197787941e+01dB,-3.07372691230466e+01°)
9.35068402269898e+02	(-1.90370595866406e+01dB,-3.07311137102109e+01°)
9.35716766976687e+02	(-1.90391982153195e+01dB,-3.07249576680341e+01°)
9.36365581251435e+02	(-1.90413356648895e+01dB,-3.07188010076451e+01°)
9.37014845405867e+02	(-1.90434719354120e+01dB,-3.07126437401700e+01°)
9.37664559751923e+02	(-1.90456070269513e+01dB,-3.07064858767313e+01°)
9.38314724601762e+02	(-1.90477409395743e+01dB,-3.07003274284488e+01°)
9.38965340267755e+02	(-1.90498736733505e+01dB,-3.06941684064388e+01°)
9.39616407062495e+02	(-1.90520052283521e+01dB,-3.06880088218146e+01°)
9.40267925298787e+02	(-1.90541356046541e+01dB,-3.06818486856864e+01°)
9.40919895289656e+02	(-1.90562648023341e+01dB,-3.06756880091608e+01°)
9.41572317348343e+02	(-1.90583928214724e+01dB,-3.06695268033414e+01°)
9.42225191788305e+02	(-1.90605196621519e+01dB,-3.06633650793284e+01°)
9.42878518923219e+02	(-1.90626453244584e+01dB,-3.06572028482187e+01°)
9.43532299066977e+02	(-1.90647698084801e+01dB,-3.06510401211057e+01°)
9.44186532533690e+02	(-1.90668931143081e+01dB,-3.06448769090797e+01°)
9.44841219637687e+02	(-1.90690152420361e+01dB,-3.06387132232272e+01°)
9.45496360693513e+02	(-1.90711361917603e+01dB,-3.06325490746316e+01°)
9.46151956015933e+02	(-1.90732559635799e+01dB,-3.06263844743727e+01°)
9.46808005919931e+02	(-1.90753745575966e+01dB,-3.06202194335266e+01°)
9.47464510720707e+02	(-1.90774919739146e+01dB,-3.06140539631662e+01°)
9.48121470733681e+02	(-1.90796082126410e+01dB,-3.06078880743607e+01°)
9.48778886274491e+02	(-1.90817232738856e+01dB,-3.06017217781755e+01°)
9.49436757658995e+02	(-1.90838371577605e+01dB,-3.05955550856729e+01°)
9.50095085203269e+02	(-1.90859498643810e+01dB,-3.05893880079110e+01°)
9.50753869223609e+02	(-1.90880613938646e+01dB,-3.05832205559445e+01°)
9.51413110036529e+02	(-1.90901717463316e+01dB,-3.05770527408244e+01°)
9.52072807958763e+02	(-1.90922809219051e+01dB,-3.05708845735980e+01°)
9.52732963307266e+02	(-1.90943889207106e+01dB,-3.05647160653087e+01°)
9.53393576399210e+02	(-1.90964957428765e+01dB,-3.05585472269963e+01°)
9.54054647551991e+02	(-1.90986013885336e+01dB,-3.05523780696966e+01°)
9.54716177083220e+02	(-1.91007058578156e+01dB,-3.05462086044418e+01°)
9.55378165310733e+02	(-1.91028091508587e+01dB,-3.05400388422600e+01°)
9.56040612552582e+02	(-1.91049112678017e+01dB,-3.05338687941755e+01°)
9.56703519127045e+02	(-1.91070122087862e+01dB,-3.05276984712086e+01°)
9.57366885352614e+02	(-1.91091119739562e+01dB,-3.05215278843760e+01°)
9.58030711548008e+02	(-1.91112105634587e+01dB,-3.05153570446899e+01°)
9.58694998032162e+02	(-1.91133079774429e+01dB,-3.05091859631590e+01°)
9.59359745124236e+02	(-1.91154042160609e+01dB,-3.05030146507875e+01°)
9.60024953143610e+02	(-1.91174992794675e+01dB,-3.04968431185759e+01°)
9.60690622409885e+02	(-1.91195931678200e+01dB,-3.04906713775205e+01°)
9.61356753242883e+02	(-1.91216858812783e+01dB,-3.04844994386135e+01°)
9.62023345962649e+02	(-1.91237774200049e+01dB,-3.04783273128429e+01°)
9.62690400889449e+02	(-1.91258677841651e+01dB,-3.04721550111925e+01°)
9.63357918343773e+02	(-1.91279569739267e+01dB,-3.04659825446421e+01°)
9.64025898646330e+02	(-1.91300449894600e+01dB,-3.04598099241671e+01°)
9.64694342118055e+02	(-1.91321318309383e+01dB,-3.04536371607388e+01°)
9.65363249080102e+02	(-1.91342174985372e+01dB,-3.04474642653241e+01°)
9.66032619853850e+02	(-1.91363019924349e+01dB,-3.04412912488856e+01°)
9.66702454760901e+02	(-1.91383853128123e+01dB,-3.04351181223816e+01°)
9.67372754123078e+02	(-1.91404674598530e+01dB,-3.04289448967662e+01°)
9.68043518262429e+02	(-1.91425484337431e+01dB,-3.04227715829889e+01°)
9.68714747501225e+02	(-1.91446282346713e+01dB,-3.04165981919948e+01°)
9.69386442161959e+02	(-1.91467068628290e+01dB,-3.04104247347247e+01°)
9.70058602567350e+02	(-1.91487843184100e+01dB,-3.04042512221149e+01°)
9.70731229040339e+02	(-1.91508606016110e+01dB,-3.03980776650971e+01°)
9.71404321904091e+02	(-1.91529357126311e+01dB,-3.03919040745987e+01°)
9.72077881481996e+02	(-1.91550096516719e+01dB,-3.03857304615424e+01°)
9.72751908097668e+02	(-1.91570824189379e+01dB,-3.03795568368462e+01°)
9.73426402074944e+02	(-1.91591540146360e+01dB,-3.03733832114239e+01°)
9.74101363737888e+02	(-1.91612244389756e+01dB,-3.03672095961842e+01°)
9.74776793410787e+02	(-1.91632936921690e+01dB,-3.03610360020316e+01°)
9.75452691418153e+02	(-1.91653617744307e+01dB,-3.03548624398656e+01°)
9.76129058084722e+02	(-1.91674286859781e+01dB,-3.03486889205812e+01°)
9.76805893735459e+02	(-1.91694944270309e+01dB,-3.03425154550686e+01°)
9.77483198695550e+02	(-1.91715589978118e+01dB,-3.03363420542132e+01°)
9.78160973290409e+02	(-1.91736223985456e+01dB,-3.03301687288956e+01°)
9.78839217845675e+02	(-1.91756846294600e+01dB,-3.03239954899917e+01°)
9.79517932687211e+02	(-1.91777456907851e+01dB,-3.03178223483726e+01°)
9.80197118141109e+02	(-1.91798055827538e+01dB,-3.03116493149043e+01°)
9.80876774533686e+02	(-1.91818643056012e+01dB,-3.03054764004483e+01°)
9.81556902191485e+02	(-1.91839218595653e+01dB,-3.02993036158608e+01°)
9.82237501441274e+02	(-1.91859782448866e+01dB,-3.02931309719933e+01°)
9.82918572610050e+02	(-1.91880334618080e+01dB,-3.02869584796922e+01°)
9.83600116025035e+02	(-1.91900875105752e+01dB,-3.02807861497990e+01°)
9.84282132013680e+02	(-1.91921403914362e+01dB,-3.02746139931503e+01°)
9.84964620903660e+02	(-1.91941921046418e+01dB,-3.02684420205775e+01°)
